"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-1.71","-10.86","-97.8","-24.13","-6.99","25.71","3.47","9.36","-2.59","-80.22","-124.09","-13.93","-99.91","-135.43","-117.67","-180.0","104.57","81.63","108.26","94.9"
