"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-1.19","-7.96","1.54","-0.75","-6.460000000000001","-0.92","-8.22","-2.15","10.68","-3.47","27.74","-133.23","-129.54","-132.09","-132.7","-54.02","147.82","-143.96","-121.36","-130.86"
