"head_z","head_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x"
"-2.68","47.34","18.51","29.93","4.879999999999999","-105.63","126.46","-3.82","-161.1","-160.22","-180.0"
