"head_z","head_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x"
"-2.68","47.34","9.8","66.59","16.310000000000002","-82.42","-20.35","-37.32","-180.0","-172.09","-180.0"
