"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"2.51","-4.18","0.48","-1.8","9.54","-40.92","6.46","-32.66","-16.84","4.79","109.58","-11.12","71.25","71.08","71.16","17.8","134.2","-180.0","-173.67","-176.84"
