"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-0.48","47.08","-1.98","-2.42","-19.380000000000003","-1.01","12.44","44.26","9.54","-117.49","151.78","-133.23","-129.19","-130.77","1.01","-18.51","153.54","-10.95","13.05","-129.98"
