head_z,head_y,r_shoulder_y,r_shoulder_z,r_arm_x,r_elbow_y,r_wrist_z,r_wrist_x,r_indexfingers_x,r_thumb_x,r_virtualhand_x
-1.1,49.36,17.8,69.32,33.01,-76.88,-150.02,0,-161.1,-160.92,-180
