head_z,head_y,r_shoulder_y,r_shoulder_z,r_arm_x,r_elbow_y,r_wrist_z,r_wrist_x,r_indexfingers_x,r_thumb_x,r_virtualhand_x
-2.51,47.25,26.77,3.74,28.35,-60.53,-30.99,0,-161.1,160.13,-180
