"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-2.07","-7.43","-20.62","6.73","1.8","64.4","19.91","40.22","-24.4","-87.16","47.87","-15.16","-85.14","-124.0","-104.57","12.44","130.77","-49.27","-125.49","-87.43"
