"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-2.33","47.08","-3.38","-0.13","-18.42","0.4","0.22","23.87","27.38","-124.09","3.91","-8.31","-129.8","-131.91","-180.0","-50.33","-50.33","-131.82","-156.7","-180.0"
