"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-2.07","-7.52","7.96","-10.51","11.21","9.63","25.01","27.3","-24.04","-75.38","-180.0","-13.93","-84.79","-123.56","-104.31","12.79","150","-49.01","-125.23","-87.16"
