"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"-1.19","-7.52","-24.92","-5.23","-23.52","63.43","-1.89","-28.7","20.0","-8.84","-26.42","-135.6","-129.36","-131.82","-132.44","-27.91","156.88","-143.43","-121.45","-130.59"
