"head_z","head_y","l_shoulder_y","l_shoulder_z","l_arm_x","l_elbow_y","r_shoulder_y","r_shoulder_z","r_arm_x","r_elbow_y","r_wrist_z","r_wrist_x","r_indexfingers_x","r_thumb_x","r_virtualhand_x","l_wrist_z","l_wrist_x","l_indexfingers_x","l_thumb_x","l_virtualhand_x"
"1.63","6.11","-15.87","-22.73","0.13","69.93","10.51","30.9","-22.46","-65.54","180.0","163.47","-122.95","-147.03","-180.0","-180.0","-53.58","-32.48","-20.09","-180.0"
